name,url,price,base_elevation_ft,peak_elevation_ft,vertical_drop_ft,slope_mi,state,num_lifts
Swain,https://www.skiresort.info/ski-resort/swain/,79.0,1312,1969,656,7,New York,5
Mt. Waterman,https://www.skiresort.info/ski-resort/mt-waterman/,80,6955,8005,1050,6,California,3
Mount Holly,https://www.skiresort.info/ski-resort/mt-holly/,69.0,968,1247,279,4,Michigan,13
Liberty Mountain,https://www.skiresort.info/ski-resort/liberty-mountain/,84.0,591,1165,574,6,Pennsylvania,6
Cooper Spur,https://www.skiresort.info/ski-resort/cooper-spur/,49.0,3999,4347,348,6,Oregon,1
Montage Mountain Resort,https://www.skiresort.info/ski-resort/montage-mountain-resort/,89.0,935,1949,1014,6,Pennsylvania,5
Oak Mountain,https://www.skiresort.info/ski-resort/oak-mountain/,56.0,1749,2402,653,7,New York,4
Hidden Valley (Pennsylvania),https://www.skiresort.info/ski-resort/hidden-valley-pa/,76.0,2395,2920,525,6,Pennsylvania,6
Soda Springs,https://www.skiresort.info/ski-resort/soda-springs/,70.0,6759,7323,564,6,,2
West Mountain,https://www.skiresort.info/ski-resort/west-mountain/,89.0,449,1427,978,6,New York,5
Warner Canyon,https://www.skiresort.info/ski-resort/warner-canyon-lakeview/,40.0,5699,6480,781,6,Oregon,1
Marquette Mountain,https://www.skiresort.info/ski-resort/marquette-mountain/,80.0,787,1280,492,6,Michigan,4
Pine Mountain,https://www.skiresort.info/ski-resort/pine-mountain/,69.0,1148,1512,364,6,Michigan,4
Winterplace,https://www.skiresort.info/ski-resort/winterplace/,85.0,2995,3599,604,6,West Virginia,10
Anthony Lakes Mountain Resort,https://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,50.0,7100,7999,899,6,Oregon,2
Bear Paw Ski Bowl,https://www.skiresort.info/ski-resort/bear-paw-ski-bowl/,25.0,4199,5279,1079,6,Montana,2
Peek’N Peak,https://www.skiresort.info/ski-resort/peekn-peak/,76.0,1411,1755,344,7,New York,10
Otsego,https://www.skiresort.info/ski-resort/otsego-gaylord/,75.0,1086,1385,299,4,Michigan,6
Bousquet,https://www.skiresort.info/ski-resort/bousquet/,80.0,1109,1857,748,5,Massachusetts,2
Mohawk Mountain,https://www.skiresort.info/ski-resort/mohawk-mountain/,81.0,919,1490,571,5,Connecticut,5
Royal Mountain,https://www.skiresort.info/ski-resort/royal-mountain/,60.0,1201,1775,574,5,New York,3
Buffalo Ski Center,https://www.skiresort.info/ski-resort/buffalo/,57.0,1007,1483,476,7,New York,6
Snowriver: Black River Basin,https://www.skiresort.info/ski-resort/black-river-basin-snowriver-mountain-resort/,119.0,1184,1673,489,6,Michigan,6
Badger Pass,https://www.skiresort.info/ski-resort/badger-pass/,69.0,7201,8005,804,6,California,5
Big Squaw,https://www.skiresort.info/ski-resort/big-squaw/,40.0,1325,1896,571,5,Maine,1
Big Bear at Masthope Mountain,https://www.skiresort.info/ski-resort/big-bear-at-masthope-mountain/,78.0,722,1286,564,4,Pennsylvania,7
Afton Alps,https://www.skiresort.info/ski-resort/afton-alps/,89.0,919,1270,351,5,Minnesota,19
Porcupine Mountain,https://www.skiresort.info/ski-resort/porcupine-mountain/,45.0,735,1365,630,6,Michigan,3
Hesperus Ski Area,https://www.skiresort.info/ski-resort/hesperus-ski-area/,48.0,8278,8878,600,6,Colorado,2
Snow Ridge,https://www.skiresort.info/ski-resort/snow-ridge/,65.0,1352,1850,499,6,New York,5
Alpine Valley (Wisconsin),https://www.skiresort.info/ski-resort/alpine-valley-resort-elkhorn/,78.0,1017,1362,344,2,Wisconsin,7
Spring Mountain,https://www.skiresort.info/ski-resort/spring-mountain/,58.0,164,492,328,5,Pennsylvania,4
Mount Lemmon,https://www.skiresort.info/ski-resort/mt-lemmon-ski-valley/,69.0,8274,9022,748,5,Arizona,3
Sitzmark Ski Mountain,https://www.skiresort.info/ski-resort/sitzmark/,50.0,4364,4872,509,5,Washington,2
Mount La Crosse,https://www.skiresort.info/ski-resort/mt-la-crosse/,75.0,722,1220,499,4,Wisconsin,4
Norway Mountain,https://www.skiresort.info/ski-resort/norway-mountain/,69.0,984,1332,348,5,Michigan,6
Roundtop,https://www.skiresort.info/ski-resort/roundtop/,117.0,755,1345,591,5,Pennsylvania,8
Laurel Mountain,https://www.skiresort.info/ski-resort/laurel-mountain/,66.0,1998,2759,761,5,Pennsylvania,2
Las Vegas Ski and Snowboard Resort – Lee Canyon,https://www.skiresort.info/ski-resort/las-vegas-ski-and-snowboard-resort-lee-canyon/,84.0,8694,9370,676,5,Nevada,5
Cataloochee,https://www.skiresort.info/ski-resort/cataloochee/,86.0,4462,5194,732,4,North Carolina,3
Welch Village,https://www.skiresort.info/ski-resort/welch-village/,82.0,699,1060,361,4,Minnesota,9
Camden Snow Bowl,https://www.skiresort.info/ski-resort/camden-snow-bowl/,52.0,236,1083,846,4,Maine,2
Ski Brule,https://www.skiresort.info/ski-resort/ski-brule/,74.0,1542,1854,312,5,Michigan,11
Ober Mountain,https://www.skiresort.info/ski-resort/ober-gatlinburg/,99.0,1362,2648,3219,4,Tennessee,5
McCauley Mountain,https://www.skiresort.info/ski-resort/mccauly-mountain/,40.0,1772,2297,525,6,New York,5
Hatley Pointe,https://www.skiresort.info/ski-resort/wolf-ridge/,88.0,3999,4698,699,4,North Carolina,3
Paoli Peaks,https://www.skiresort.info/ski-resort/paoli-peaks/,50.0,545,823,279,4,Indiana,6
Mad River Mountain,https://www.skiresort.info/ski-resort/mad-river-mountain/,59.0,1158,1460,302,4,Ohio,9
Granite Gorge,https://www.skiresort.info/ski-resort/granite-gorge/,,801,1325,525,4,New Hampshire,2
Mont Ripley,https://www.skiresort.info/ski-resort/mont-ripley/,60.0,656,1083,427,4,Michigan,4
Hogadon Ski Area,https://www.skiresort.info/ski-resort/hogadon-ski-area/,60.0,7398,7999,600,3,Wyoming,1
Crystal Mountain (Michigan),https://www.skiresort.info/ski-resort/crystal-mountain-mi/,115.38,804,1178,374,3,Michigan,7
Bryce Resort,https://www.skiresort.info/ski-resort/bryce-resort/,80.0,1247,1749,502,3,Virginia,2
Snow Trails,https://www.skiresort.info/ski-resort/snow-trails/,65.0,1214,1444,230,3,Ohio,6
Alpine Valley (Michigan),https://www.skiresort.info/ski-resort/alpine-valley-white-lake/,61.0,961,1211,249,4,Michigan,12
Moose Mountain,https://www.skiresort.info/ski-resort/moose-mountain/,55.0,679,1952,1273,16,Alaska,1
Powder Ridge Mountain Park (Connecticut),https://www.skiresort.info/ski-resort/powder-ridge-mountain-park-resort/,59.0,377,804,427,3,Connecticut,4
Big Boulder,https://www.skiresort.info/ski-resort/big-boulder/,105.0,1699,2175,476,3,Pennsylvania,4
Mount Eyak,https://www.skiresort.info/ski-resort/mt-eyak/,,400,1201,801,3,Alaska,1
Mount Brighton,https://www.skiresort.info/ski-resort/mt-brighton/,117.0,935,1115,180,4,Michigan,10
Chestnut Mountain,https://www.skiresort.info/ski-resort/chestnut-mountain/,70.0,623,1099,476,4,Illinois,9
Hunt Hollow Ski Club,https://www.skiresort.info/ski-resort/hunt-hollow-ski-club/,70.0,1132,2008,876,3,New York,3
Sundown (Connecticut),https://www.skiresort.info/ski-resort/sundown/,75.0,449,1076,627,4,Connecticut,5
Mount Southington,https://www.skiresort.info/ski-resort/mt-southington/,68.0,203,568,364,4,Connecticut,7
King Pine,https://www.skiresort.info/ski-resort/king-pine-purity-spring-resort/,82.0,476,787,312,3,New Hampshire,6
Mount Pleasant,https://www.skiresort.info/ski-resort/mount-pleasant/,40.0,1181,1496,315,3,Pennsylvania,3
Nordic Mountain,https://www.skiresort.info/ski-resort/nordic-mountain/,80.0,928,1138,210,4,Wisconsin,6
Nashoba Valley,https://www.skiresort.info/ski-resort/nashoba-valley/,,190,420,230,4,Massachusetts,7
Utah Olympic Park,https://www.skiresort.info/ski-resort/utah-olympic-park/,,6949,8146,1198,1,Utah,5
Pine Knob,https://www.skiresort.info/ski-resort/pine-knob/,69.0,1017,1286,269,3,Michigan,10
Hidden Valley (Missouri),https://www.skiresort.info/ski-resort/hidden-valley-mo/,52.0,492,787,295,2,Missouri,7
Fort Wainwright/​Birch Hill,https://www.skiresort.info/ski-resort/fort-wainwrightbirch-hill-fairbanks/,30.0,459,984,525,3,Alaska,2
Holiday Mountain (New York),https://www.skiresort.info/ski-resort/holiday-mountain-ny/,75.0,1050,1444,394,2,New York,3
Quechee Lakes Ski Area,https://www.skiresort.info/ski-resort/quechee-lakes-ski-area/,57.0,650,1247,597,3,Vermont,3
Wilmot Mountain,https://www.skiresort.info/ski-resort/wilmot-mountain/,99.0,755,958,203,2,Wisconsin,9
Perfect North Slopes,https://www.skiresort.info/ski-resort/perfect-north-slopes/,72.0,400,801,400,3,Indiana,12
The Homestead Resort,https://www.skiresort.info/ski-resort/the-homestead-resort/,99.0,689,869,180,2,Michigan,5
Seven Oaks,https://www.skiresort.info/ski-resort/seven-oaks/,48.0,909,1083,174,2,Iowa,2
Appalachian Ski Mountain,https://www.skiresort.info/ski-resort/appalachian-ski-mountain/,79.0,3632,3999,367,3,North Carolina,6
Snowstar,https://www.skiresort.info/ski-resort/snowstar/,54.0,591,771,180,2,Illinois,5
Cockaigne,https://www.skiresort.info/ski-resort/cockaigne/,,1598,1969,371,3,New York,3
Tyrol Basin,https://www.skiresort.info/ski-resort/tyrol-basin-mt-horeb/,60.0,873,1142,269,3,Wisconsin,6
Treetops,https://www.skiresort.info/ski-resort/treetops/,40.0,1119,1332,213,3,Michigan,5
Timberline Summit Pass,https://www.skiresort.info/ski-resort/timberline-summit-pass/,56.0,3999,4304,305,3,Oregon,1
Andes Tower Hills,https://www.skiresort.info/ski-resort/andes-tower-hills/,60.0,1329,1621,292,2,Minnesota,4
Hilltop,https://www.skiresort.info/ski-resort/hilltop-anchorage/,39.0,492,787,295,3,Alaska,3
Thunder Ridge,https://www.skiresort.info/ski-resort/thunder-ridge/,79.0,482,876,394,3,New York,5
Mount Ashwabay,https://www.skiresort.info/ski-resort/mt-ashwabay-salmo/,35.0,1004,1276,272,2,Wisconsin,2
Powder Ridge (Minnesota),https://www.skiresort.info/ski-resort/powder-ridge/,55.0,1168,1417,249,2,Minnesota,6
Mount Holiday,https://www.skiresort.info/ski-resort/mt-holiday/,40.0,689,899,210,3,Michigan,5
Wild Mountain,https://www.skiresort.info/ski-resort/wild-mountain/,59.0,784,1053,269,3,Minnesota,7
Mount Jefferson,https://www.skiresort.info/ski-resort/mt-jefferson/,45.0,420,755,335,6,Maine,3
Sky Tavern,https://www.skiresort.info/ski-resort/sky-tavern/,,7585,8258,673,3,,6
Bradford,https://www.skiresort.info/ski-resort/bradford/,69.0,33,262,230,2,Massachusetts,7
Woods Valley,https://www.skiresort.info/ski-resort/woods-valley/,65.0,574,1066,492,3,New York,5
Christie Mountain,https://www.skiresort.info/ski-resort/christie-mountain/,53.0,1312,1673,361,3,Wisconsin,5
Mount Zion Hill,https://www.skiresort.info/ski-resort/mt-zion-hill/,45.0,1427,1726,299,2,Michigan,3
Sawmill Mountain Resort,https://www.skiresort.info/ski-resort/sawmill-mountain-resort/,59.0,1673,2034,361,3,Pennsylvania,4
Trollhaugen,https://www.skiresort.info/ski-resort/trollhaugen/,67.0,951,1188,236,3,Wisconsin,8
Steeplechase,https://www.skiresort.info/ski-resort/steeplechase-ski-area/,45.0,902,1115,213,2,Minnesota,5
Sundown (Iowa),https://www.skiresort.info/ski-resort/sundown-mountain-resort/,87.0,715,1148,433,2,Iowa,6
Mystic Mountain,https://www.skiresort.info/ski-resort/mystic-mountain-farmington/,50.0,1729,2031,302,2,Pennsylvania,2
Snow Creek,https://www.skiresort.info/ski-resort/snow-creek/,88.0,820,1099,279,2,Missouri,4
McIntyre,https://www.skiresort.info/ski-resort/mcintyre/,57.0,351,509,157,2,New Hampshire,2
Great Bear Ski Valley,https://www.skiresort.info/ski-resort/great-bear-ski-valley/,35.0,1345,1542,197,2,South Dakota,1
Skeetawk,https://www.skiresort.info/ski-resort/skeetawk-hatcher-pass/,44.0,1450,2651,1201,2,Alaska,1
Lost Valley,https://www.skiresort.info/ski-resort/lost-valley/,66.0,256,545,289,1,Maine,3
Bald Mountain,https://www.skiresort.info/ski-resort/bald-mountain/,25.0,3999,4800,801,6,Idaho,2
Victor Constant,https://www.skiresort.info/ski-resort/victor-constant-west-point/,38.0,459,968,509,2,New York,2
Huff Hills,https://www.skiresort.info/ski-resort/huff-hills/,39.0,1870,2231,361,2,North Dakota,4
Howelsen Hill,https://www.skiresort.info/ski-resort/howelsen-hill-steamboat-springs/,49.0,6693,7136,443,2,Colorado,3
Elko Snowbowl,https://www.skiresort.info/ski-resort/elko-snobowl/,20.0,6339,6988,650,2,Nevada,2
Eagle Rock,https://www.skiresort.info/ski-resort/eagle-rock/,,1296,1804,509,2,Pennsylvania,3
Alpine Valley (Ohio),https://www.skiresort.info/ski-resort/alpine-valley-ohio/,59.0,1115,1329,213,2,Ohio,3
Mount Crescent,https://www.skiresort.info/ski-resort/mt-crescent/,44.0,1201,1499,299,1,Iowa,2
Otis Ridge,https://www.skiresort.info/ski-resort/otis-ridge/,55.0,1230,1575,344,2,Massachusetts,4
Mount Peter,https://www.skiresort.info/ski-resort/mount-peter/,79.0,804,1083,279,2,New York,7
Brandywine,https://www.skiresort.info/ski-resort/brandywine/,88.0,623,886,262,1,Ohio,7
Buena Vista,https://www.skiresort.info/ski-resort/buena-vista/,52.0,1312,1542,230,2,Minnesota,5
Timber Ridge,https://www.skiresort.info/ski-resort/timber-ridge/,62.0,673,899,226,2,Michigan,9
The Omni Homestead,https://www.skiresort.info/ski-resort/the-omni-homestead/,64.0,2461,3051,591,2,Virginia,2
Coffee Mill,https://www.skiresort.info/ski-resort/coffee-mill/,55.0,755,1181,427,1,Minnesota,3
Tussey Mountain,https://www.skiresort.info/ski-resort/tussey-mountain/,62.0,1316,1814,499,2,Pennsylvania,4
Alta Sierra,https://www.skiresort.info/ski-resort/alta-sierra-shirley-meadows/,75.0,6686,7087,400,1,California,3
Detroit Mountain,https://www.skiresort.info/ski-resort/detroit-mountain/,52.0,1444,1608,164,1,Minnesota,2
Yawgoo Valley,https://www.skiresort.info/ski-resort/yawgoo-valley/,40.0,115,299,184,2,Rhode Island,4
Boston Mills,https://www.skiresort.info/ski-resort/boston-mills/,88.0,656,886,230,1,Ohio,7
Blue Hills,https://www.skiresort.info/ski-resort/blue-hills/,75.0,262,591,328,2,Massachusetts,4
Bruce Mound,https://www.skiresort.info/ski-resort/bruce-mound/,27.0,984,1312,328,3,Wisconsin,5
Mont du Lac,https://www.skiresort.info/ski-resort/mont-du-lac/,54.99,640,919,279,2,Wisconsin,3
Sunburst,https://www.skiresort.info/ski-resort/sunburst/,70.0,974,1171,197,2,Wisconsin,7
Willard Mountain,https://www.skiresort.info/ski-resort/willard-mountain-greenwich/,62.0,922,1381,459,2,New York,4
Cannonsburg,https://www.skiresort.info/ski-resort/cannonsburg/,55.0,689,919,230,1,Michigan,8
Chester Bowl,https://www.skiresort.info/ski-resort/chester-bowl/,15.0,1083,1247,164,1,Minnesota,1
Little Switzerland,https://www.skiresort.info/ski-resort/little-switzerland/,80.0,1083,1247,164,2,Wisconsin,9
Kendall Mountain,https://www.skiresort.info/ski-resort/kendall-mountain-silverton/,26.0,9318,9843,525,1,Colorado,1
Dry Hill,https://www.skiresort.info/ski-resort/dry-hill/,50.0,712,984,272,1,New York,2
Frost Fire Park,https://www.skiresort.info/ski-resort/frost-fire-park/,,1083,1444,361,1,North Dakota,1
Echo Mountain – Idaho Springs,https://www.skiresort.info/ski-resort/echo-mountain-park-idaho-springs/,79.0,10499,11158,659,2,Colorado,3
Ward Hill – Shrewsbury,https://www.skiresort.info/ski-resort/ward-hill-shrewsbury/,68.0,344,525,180,1,Massachusetts,3
Buck Hill,https://www.skiresort.info/ski-resort/buck-hill-ski-area/,59.0,951,1217,266,1,Minnesota,7
Campgaw Mountain,https://www.skiresort.info/ski-resort/campgaw-mountain/,65.0,469,712,243,1,New Jersey,2
Christmas Mountain,https://www.skiresort.info/ski-resort/christmas-mountain/,80.0,1017,1214,197,1,Wisconsin,3
Hyland Hills,https://www.skiresort.info/ski-resort/hyland-hills/,44.0,853,1017,164,1,Minnesota,5
Campton Mountain,https://www.skiresort.info/ski-resort/campton-mountain/,40.0,1188,1427,240,1,New Hampshire,2
Hermon Mountain,https://www.skiresort.info/ski-resort/hermon-mountain/,55.0,164,459,295,2,Maine,3
Maple Ski Ridge,https://www.skiresort.info/ski-resort/maple-ski-ridge/,43.0,538,820,282,1,New York,4
Villa Roma,https://www.skiresort.info/ski-resort/villa-roma/,35.0,1099,1280,180,1,New York,1
Heiliger Huegel Ski Club,https://www.skiresort.info/ski-resort/heiliger-huegel-hubertus/,,1030,1283,253,1,Wisconsin,2
Oglebay Resort,https://www.skiresort.info/ski-resort/oglebay-resort/,,,,,1,West Virginia,1
Swiss Valley,https://www.skiresort.info/ski-resort/swiss-valley/,53.0,971,1194,223,1,Michigan,7
Grand Geneva,https://www.skiresort.info/ski-resort/grand-geneva/,70.0,787,997,210,1,Wisconsin,6
Camp 10,https://www.skiresort.info/ski-resort/camp-10/,52,1509,1739,230,2,Wisconsin,4
Ferguson Ridge,https://www.skiresort.info/ski-resort/ferguson-ridge/,20.0,5200,5840,640,3,Oregon,2
Mount Ski Gull,https://www.skiresort.info/ski-resort/mount-ski-gull/,45.0,1263,1453,190,1,Minnesota,4
Beartooth Basin,https://www.skiresort.info/ski-resort/beartooth-basin/,50.0,9898,10899,1001,3,Wyoming,2
Woodward Park City,https://www.skiresort.info/ski-resort/woodward-park-city/,,6463,6811,348,0,Utah,1
Sunrise Park,https://www.skiresort.info/ski-resort/sunrise-park/,99.0,9360,10925,1565,,Arizona,7
Val Bialas Ski Center – Utica,https://www.skiresort.info/ski-resort/val-bialas-ski-center-utica/,10,574,823,249,1,New York,3
Snow Snake,https://www.skiresort.info/ski-resort/snow-snake/,43.0,1040,1211,171,2,Michigan,4
Titcomb Mountain,https://www.skiresort.info/ski-resort/titcomb-mountain/,45.0,413,689,276,3,Maine,2
Sapphire Valley,https://www.skiresort.info/ski-resort/sapphire-valley/,68.0,3163,3297,135,0,North Carolina,1
Rotarun,https://www.skiresort.info/ski-resort/rotarun/,15.0,5482,5873,390,3,Idaho,2
Cottonwood Butte,https://www.skiresort.info/ski-resort/cottonwood-butte/,20.0,4757,5600,843,3,Idaho,2
Hillberg,https://www.skiresort.info/ski-resort/hillberg/,28.0,131,394,262,1,Alaska,3
Bottineau Winter Park,https://www.skiresort.info/ski-resort/bottineau-winter-park/,45.0,2274,2448,174,1,North Dakota,4
Ausblick Ski Club,https://www.skiresort.info/ski-resort/ausblick-sussex/,30.0,968,1148,180,1,Wisconsin,3
Lonesome Pine,https://www.skiresort.info/ski-resort/lonesome-pine-trails-fort-kent/,30.0,568,981,413,3,Maine,2
Boyce Park,https://www.skiresort.info/ski-resort/boyce-park/,25.0,1115,1247,131,1,Pennsylvania,2
Crystal Ridge,https://www.skiresort.info/ski-resort/the-rock-snowpark/,70.0,702,932,230,1,Wisconsin,5
Villa Olivia,https://www.skiresort.info/ski-resort/villa-olivia-bartlett/,45.0,791,846,56,1,Illinois,7
Four Seasons,https://www.skiresort.info/ski-resort/four-seasons/,30.0,525,607,82,0,New York,2
Coppervale,https://www.skiresort.info/ski-resort/coppervale/,,5249,5988,738,2,California,1
Snowhaven,https://www.skiresort.info/ski-resort/snowhaven/,24.0,5305,5676,371,2,Idaho,2
Lyndon Outing Club,https://www.skiresort.info/ski-resort/lyndon-outing-club/,15.0,853,1247,394,2,Vermont,2
Cranor Ski Hill,https://www.skiresort.info/ski-resort/cranor-ski-hill-gunnison/,22.0,7874,8189,315,1,Colorado,1
Winter Park (Kewaunee),https://www.skiresort.info/ski-resort/winter-park-kewaunee-county/,20.0,604,738,135,1,Wisconsin,1
Cochran,https://www.skiresort.info/ski-resort/cochran/,19.0,400,699,299,1,Vermont,3
Hurricane Ridge,https://www.skiresort.info/ski-resort/hurricane-ridge/,57.0,4800,5499,699,1,Washington,3
Mount Greylock Ski Club,https://www.skiresort.info/ski-resort/mount-greylock-south-williamstown/,,1270,1578,308,3,Massachusetts,2
Granlibakken,https://www.skiresort.info/ski-resort/granlibakken/,45.0,6312,6611,299,1,,2
Ascutney Mountain,https://www.skiresort.info/ski-resort/ascutney-mountain/,20.0,719,2520,1801,1,Vermont,2
Storrs Hill,https://www.skiresort.info/ski-resort/storrs-hill-lebanon/,15.0,558,925,367,1,New Hampshire,1
Whitetail Ridge – Fort McCoy,https://www.skiresort.info/ski-resort/whitetail-ridge-fort-mccoy/,40.0,889,1056,167,1,Wisconsin,1
Lake City Ski Hill,https://www.skiresort.info/ski-resort/lake-city-ski-hill/,30.0,8868,9091,223,1,Colorado,1
Mount Pisgah,https://www.skiresort.info/ski-resort/mt-pisgah/,25.0,1772,2057,285,1,New York,1
Little Ski Hill,https://www.skiresort.info/ski-resort/little-ski-hill/,25.0,5184,5577,394,1,Idaho,1
Northeast Slopes,https://www.skiresort.info/ski-resort/northeast-slopes-east-corinth/,15.0,827,1165,338,1,Vermont,3
Badger Mountain,https://www.skiresort.info/ski-resort/badger-mountain/,10.0,2999,3484,486,1,Washington,3
Echo Valley – Lake Chelan,https://www.skiresort.info/ski-resort/echo-valley-lake-chelan/,40.0,2618,3110,492,1,Washington,4
Beartown,https://www.skiresort.info/ski-resort/beartown/,24.0,863,997,135,0,New York,2
Veterans Memorial – Franklin,https://www.skiresort.info/ski-resort/veterans-memorial-franklin/,,774,1001,226,1,New Hampshire,2
Hoedown Hill,https://www.skiresort.info/ski-resort/hoedown-hill-windsor/,,4839,4970,131,0,Colorado,4
Paul Bunyan Ski Hill,https://www.skiresort.info/ski-resort/paul-bunyan-ski-hill/,,1247,1362,115,1,Wisconsin,2
Living Memorial Park – Brattleboro,https://www.skiresort.info/ski-resort/living-memorial-park-brattleboro/,5.0,433,620,187,0,Vermont,1
Spruce Mountain,https://www.skiresort.info/ski-resort/spruce-mountain-jay/,30.0,351,600,249,1,Maine,3
Quoggy Joe Ski Center,https://www.skiresort.info/ski-resort/quoggy-jo-ski-center-presque-isle/,15.0,712,902,190,0,Maine,1
Abenaki,https://www.skiresort.info/ski-resort/abenaki/,20,591,820,230,1,New Hampshire,1
Hanson Hills,https://www.skiresort.info/ski-resort/hanson-hills/,30.0,1148,1280,131,1,Michigan,4
Brantling,https://www.skiresort.info/ski-resort/brantling/,34.0,459,689,230,1,New York,4
Chapman Hill,https://www.skiresort.info/ski-resort/chapman-hill-durango/,16.0,6568,6877,308,0,Colorado,2
Mulligan’s Hollow Ski Bowl,https://www.skiresort.info/ski-resort/mulligans-hollow-ski-bowl/,22.0,617,764,148,1,Michigan,5
Meany Lodge,https://www.skiresort.info/ski-resort/meany-lodge/,,2920,3346,427,1,Washington,3
Frisco Adventure Park,https://www.skiresort.info/ski-resort/frisco-adventure-park/,55.0,9085,9163,79,0,Colorado,1
Fox Hill,https://www.skiresort.info/ski-resort/fox-hill/,,1037,1263,226,1,Wisconsin,4
Missaukee Mountain,https://www.skiresort.info/ski-resort/missaukee-mountain/,,1253,1411,157,1,Michigan,3
Red Hill – Moultonborough,https://www.skiresort.info/ski-resort/red-hill-moultonborough/,,627,853,226,1,New Hampshire,1
Rocking Horse Ranch,https://www.skiresort.info/ski-resort/rocking-horse-ranch/,,564,702,138,0,New York,1
Kettlebowl,https://www.skiresort.info/ski-resort/kettlebowl/,10.0,1617,1778,161,1,Wisconsin,5
Pinnacle Park,https://www.skiresort.info/ski-resort/pinnacle-park-pittsfield/,,240,315,75,0,Maine,1
Mount Eustis,https://www.skiresort.info/ski-resort/mt-eustis-littleton/,,984,1263,279,1,New Hampshire,1
Challenge Mountain,https://www.skiresort.info/ski-resort/challenge-mountain-walloon-lake/,,725,1066,341,1,Michigan,1
Four Lakes,https://www.skiresort.info/ski-resort/four-lakes/,30.0,656,722,66,1,Illinois,7
Leavenworth Ski Hill,https://www.skiresort.info/ski-resort/leavenworth-ski-hill/,26.0,1476,1706,230,1,Washington,2
Powers Bluff,https://www.skiresort.info/ski-resort/powers-bluff/,13.0,1312,1430,118,1,Wisconsin,1
Mount McSauba,https://www.skiresort.info/ski-resort/mt-mcsauba/,23.0,607,709,102,0,Michigan,4
Hiawatha – Rock River Township,https://www.skiresort.info/ski-resort/hiawatha-rock-river-township/,5.0,850,938,89,0,Michigan,1
John & Melissa Besse Sports Park – Gladstone,https://www.skiresort.info/ski-resort/john-melissa-besse-sports-park-gladstone/,,643,748,105,0,Michigan,4
Sahalie Ski Club,https://www.skiresort.info/ski-resort/sahalie-ski-club/,,2953,3133,180,1,Washington,2
Adventure Mountain,https://www.skiresort.info/ski-resort/adventure-mountain-greenland/,7,1237,1362,125,0,Michigan,1
Triangle Sports Area – Green Bay,https://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,,640,712,72,0,Wisconsin,3
Standing Rocks Park,https://www.skiresort.info/ski-resort/standing-rocks/,16.0,1099,1220,121,1,Wisconsin,3
Powderhouse Hill,https://www.skiresort.info/ski-resort/powderhouse-hill-south-berwick/,5.0,121,262,141,0,Maine,1
Keyes Peak,https://www.skiresort.info/ski-resort/keyes-peak/,15.0,1312,1476,164,0,Wisconsin,3
Cloudmont,https://www.skiresort.info/ski-resort/cloudmont/,,1650,1798,148,0,Alabama,2
Chipmunk Hills,https://www.skiresort.info/ski-resort/chipmunk/,,6450,6752,302,0,Idaho,1
Lee’s Ski Hill,https://www.skiresort.info/ski-resort/lees-ski-hill-ouray/,,7887,7959,72,0,Colorado,1
Hard’ack (Aldis Hill),https://www.skiresort.info/ski-resort/hardack-aldis-hill-st-albans/,,623,755,131,0,Vermont,1
Dynamite Hill,https://www.skiresort.info/ski-resort/dynamite-hill-chestertown/,,830,922,92,0,New York,1
